type,subtype,state,accepted,text
Cardboard,hdpe_film,no_labels,True,1. Плёнку выбросите в контейнер для плёнки (контейнер жёлтого цвета)
Cardboard,hdpe_film,compressed,True,1. Плёнку выбросите в контейнер для плёнки (контейнер жёлтого цвета)
Cardboard,hdpe_film,damaged,True,1. Плёнку выбросите в контейнер для плёнки (контейнер жёлтого цвета)
Cardboard,hdpe_film,unknown,True,1. Плёнку выбросите в контейнер для плёнки (контейнер жёлтого цвета)
Cardboard,hdpe_bag,clean,True,1. Пакет выбросите в контейнер для пластика (контейнер жёлтого цвета)
Cardboard,hdpe_bag,dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Пакет выбросите в контейнер для пластика (контейнер жёлтого цвета)"
Cardboard,hdpe_bag,heavily_dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Пакет выбросите в контейнер для пластика (контейнер жёлтого цвета)"
Cardboard,hdpe_bag,food_contaminated,True,"1. Тщательно промойте или очистите упаковку.
2. Пакет выбросите в контейнер для пластика (контейнер жёлтого цвета)"
Cardboard,hdpe_bag,with_labels,True,"1. Удалите все наклейки и термоусадочную плёнку, если они есть.
2. Пакет выбросите в контейнер для пластика (контейнер жёлтого цвета)"
Cardboard,hdpe_bag,no_labels,True,1. Пакет выбросите в контейнер для пластика (контейнер жёлтого цвета)
Cardboard,hdpe_bag,compressed,True,1. Пакет выбросите в контейнер для пластика (контейнер жёлтого цвета)
Cardboard,hdpe_bag,damaged,True,1. Пакет выбросите в контейнер для пластика (контейнер жёлтого цвета)
Cardboard,hdpe_bag,unknown,True,1. Пакет выбросите в контейнер для пластика (контейнер жёлтого цвета)
Cardboard,pp_container,clean,True,"1. Удалите все наклейки или термоусадочную плёнку, если они есть
2. Выбросите упаковку в контейнер для пластика (контейнер жёлтого цвета)"
Cardboard,pp_container,dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Удалите все наклейки или термоусадочную плёнку, если они есть
3. Выбросите упаковку в контейнер для пластика (контейнер жёлтого цвета)"
Cardboard,pp_container,heavily_dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Удалите все наклейки или термоусадочную плёнку, если они есть
3. Выбросите упаковку в контейнер для пластика (контейнер жёлтого цвета)"
Cardboard,pp_container,food_contaminated,True,"1. Тщательно промойте или очистите упаковку.
2. Удалите все наклейки или термоусадочную плёнку, если они есть
3. Выбросите упаковку в контейнер для пластика (контейнер жёлтого цвета)"
Cardboard,pp_container,with_labels,True,"1. Удалите все наклейки и термоусадочную плёнку, если они есть.
2. Удалите все наклейки или термоусадочную плёнку, если они есть
3. Выбросите упаковку в контейнер для пластика (контейнер жёлтого цвета)"
Cardboard,pp_container,no_labels,True,"1. Удалите все наклейки или термоусадочную плёнку, если они есть
2. Выбросите упаковку в контейнер для пластика (контейнер жёлтого цвета)"
Cardboard,pp_container,compressed,True,"1. Удалите все наклейки или термоусадочную плёнку, если они есть
2. Выбросите упаковку в контейнер для пластика (контейнер жёлтого цвета)"
Cardboard,pp_container,damaged,True,"1. Удалите все наклейки или термоусадочную плёнку, если они есть
2. Выбросите упаковку в контейнер для пластика (контейнер жёлтого цвета)"
Cardboard,pp_container,unknown,True,"1. Удалите все наклейки или термоусадочную плёнку, если они есть
2. Выбросите упаковку в контейнер для пластика (контейнер жёлтого цвета)"
Cardboard,pp_large,clean,False,
Cardboard,pp_large,dirty,False,
Cardboard,pp_large,heavily_dirty,False,
Cardboard,pp_large,food_contaminated,False,
Cardboard,pp_large,with_labels,False,
Cardboard,pp_large,no_labels,False,
Cardboard,pp_large,compressed,False,
Cardboard,pp_large,damaged,False,
Cardboard,pp_large,unknown,False,
Cardboard,pp_bag,clean,False,
Cardboard,pp_bag,dirty,False,
Cardboard,pp_bag,heavily_dirty,False,
Cardboard,pp_bag,food_contaminated,False,
Cardboard,pp_bag,with_labels,False,
Cardboard,pp_bag,no_labels,False,
Cardboard,pp_bag,compressed,False,
Cardboard,pp_bag,damaged,False,
Cardboard,pp_bag,unknown,False,
Cardboard,foam_packaging,clean,True,1. Пенопласт выбросите в контейнер для пенопласта (контейнер белого цвета)
Cardboard,foam_packaging,dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Пенопласт выбросите в контейнер для пенопласта (контейнер белого цвета)"
Cardboard,foam_packaging,heavily_dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Пенопласт выбросите в контейнер для пенопласта (контейнер белого цвета)"
Cardboard,foam_packaging,food_contaminated,True,"1. Тщательно промойте или очистите упаковку.
2. Пенопласт выбросите в контейнер для пенопласта (контейнер белого цвета)"
Cardboard,foam_packaging,with_labels,True,"1. Удалите все наклейки и термоусадочную плёнку, если они есть.
2. Пенопласт выбросите в контейнер для пенопласта (контейнер белого цвета)"
Cardboard,foam_packaging,no_labels,True,1. Пенопласт выбросите в контейнер для пенопласта (контейнер белого цвета)
Cardboard,foam_packaging,compressed,True,1. Пенопласт выбросите в контейнер для пенопласта (контейнер белого цвета)
Cardboard,foam_packaging,damaged,True,1. Пенопласт выбросите в контейнер для пенопласта (контейнер белого цвета)
Cardboard,foam_packaging,unknown,True,1. Пенопласт выбросите в контейнер для пенопласта (контейнер белого цвета)
Cardboard,foam_egg,clean,True,1. Ячейки выбросите в контейнер для пенопласта (контейнер белого цвета)
Cardboard,foam_egg,dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Ячейки выбросите в контейнер для пенопласта (контейнер белого цвета)"
Cardboard,foam_egg,heavily_dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Ячейки выбросите в контейнер для пенопласта (контейнер белого цвета)"
Cardboard,foam_egg,food_contaminated,True,"1. Тщательно промойте или очистите упаковку.
2. Ячейки выбросите в контейнер для пенопласта (контейнер белого цвета)"
Cardboard,foam_egg,with_labels,True,"1. Удалите все наклейки и термоусадочную плёнку, если они есть.
2. Ячейки выбросите в контейнер для пенопласта (контейнер белого цвета)"
Cardboard,foam_egg,no_labels,True,1. Ячейки выбросите в контейнер для пенопласта (контейнер белого цвета)
Cardboard,foam_egg,compressed,True,1. Ячейки выбросите в контейнер для пенопласта (контейнер белого цвета)
Cardboard,foam_egg,damaged,True,1. Ячейки выбросите в контейнер для пенопласта (контейнер белого цвета)
Cardboard,foam_egg,unknown,True,1. Ячейки выбросите в контейнер для пенопласта (контейнер белого цвета)
Cardboard,foam_building,clean,True,1. Строительный пенопласт выбросите в контейнер для пенопласта (контейнер белого цвета)
Cardboard,foam_building,dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Строительный пенопласт выбросите в контейнер для пенопласта (контейнер белого цвета)"
Cardboard,foam_building,heavily_dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Строительный пенопласт выбросите в контейнер для пенопласта (контейнер белого цвета)"
Cardboard,foam_building,food_contaminated,True,"1. Тщательно промойте или очистите упаковку.
2. Строительный пенопласт выбросите в контейнер для пенопласта (контейнер белого цвета)"
Cardboard,foam_building,with_labels,True,"1. Удалите все наклейки и термоусадочную плёнку, если они есть.
2. Строительный пенопласт выбросите в контейнер для пенопласта (контейнер белого цвета)"
Cardboard,foam_building,no_labels,True,1. Строительный пенопласт выбросите в контейнер для пенопласта (контейнер белого цвета)
Cardboard,foam_building,compressed,True,1. Строительный пенопласт выбросите в контейнер для пенопласта (контейнер белого цвета)
Cardboard,foam_building,damaged,True,1. Строительный пенопласт выбросите в контейнер для пенопласта (контейнер белого цвета)
Cardboard,foam_building,unknown,True,1. Строительный пенопласт выбросите в контейнер для пенопласта (контейнер белого цвета)
Cardboard,foam_food,clean,False,
Cardboard,foam_food,dirty,False,
Cardboard,foam_food,heavily_dirty,False,
Cardboard,foam_food,food_contaminated,False,
Cardboard,foam_food,with_labels,False,
Cardboard,foam_food,no_labels,False,
Cardboard,foam_food,compressed,False,
Cardboard,foam_food,damaged,False,
Cardboard,foam_food,unknown,False,
Cardboard,blister_pack,clean,True,1. Чистую блистерную упаковку выбросите в контейнер для блистеров (контейнер серого цвета)
Cardboard,blister_pack,dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Чистую блистерную упаковку выбросите в контейнер для блистеров (контейнер серого цвета)"
Cardboard,blister_pack,heavily_dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Чистую блистерную упаковку выбросите в контейнер для блистеров (контейнер серого цвета)"
Cardboard,blister_pack,food_contaminated,True,"1. Тщательно промойте или очистите упаковку.
2. Чистую блистерную упаковку выбросите в контейнер для блистеров (контейнер серого цвета)"
Cardboard,blister_pack,with_labels,True,"1. Удалите все наклейки и термоусадочную плёнку, если они есть.
2. Чистую блистерную упаковку выбросите в контейнер для блистеров (контейнер серого цвета)"
Cardboard,blister_pack,no_labels,True,1. Чистую блистерную упаковку выбросите в контейнер для блистеров (контейнер серого цвета)
Cardboard,blister_pack,compressed,True,1. Чистую блистерную упаковку выбросите в контейнер для блистеров (контейнер серого цвета)
Cardboard,blister_pack,damaged,True,1. Чистую блистерную упаковку выбросите в контейнер для блистеров (контейнер серого цвета)
Cardboard,blister_pack,unknown,True,1. Чистую блистерную упаковку выбросите в контейнер для блистеров (контейнер серого цвета)
Cardboard,toothbrush,clean,True,1. Зубную щётку выбросите в контейнер для зубных щёток (контейнер серого цвета)
Cardboard,toothbrush,dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Зубную щётку выбросите в контейнер для зубных щёток (контейнер серого цвета)"
Cardboard,toothbrush,heavily_dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Зубную щётку выбросите в контейнер для зубных щёток (контейнер серого цвета)"
Cardboard,toothbrush,food_contaminated,True,"1. Тщательно промойте или очистите упаковку.
2. Зубную щётку выбросите в контейнер для зубных щёток (контейнер серого цвета)"
Cardboard,toothbrush,with_labels,True,"1. Удалите все наклейки и термоусадочную плёнку, если они есть.
2. Зубную щётку выбросите в контейнер для зубных щёток (контейнер серого цвета)"
Cardboard,toothbrush,no_labels,True,1. Зубную щётку выбросите в контейнер для зубных щёток (контейнер серого цвета)
Cardboard,toothbrush,compressed,True,1. Зубную щётку выбросите в контейнер для зубных щёток (контейнер серого цвета)
Cardboard,toothbrush,damaged,True,1. Зубную щётку выбросите в контейнер для зубных щёток (контейнер серого цвета)
Cardboard,toothbrush,unknown,True,1. Зубную щётку выбросите в контейнер для зубных щёток (контейнер серого цвета)
Cardboard,plastic_card,clean,True,"1. Разрежьте пластиковую карту, если она содержит личные данные
2. Выбросите её в контейнер для пластиковых карт (контейнер серого цвета)"
Cardboard,plastic_card,dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Разрежьте пластиковую карту, если она содержит личные данные
3. Выбросите её в контейнер для пластиковых карт (контейнер серого цвета)"
Cardboard,plastic_card,heavily_dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Разрежьте пластиковую карту, если она содержит личные данные
3. Выбросите её в контейнер для пластиковых карт (контейнер серого цвета)"
Cardboard,plastic_card,food_contaminated,True,"1. Тщательно промойте или очистите упаковку.
2. Разрежьте пластиковую карту, если она содержит личные данные
3. Выбросите её в контейнер для пластиковых карт (контейнер серого цвета)"
Cardboard,plastic_card,with_labels,True,"1. Удалите все наклейки и термоусадочную плёнку, если они есть.
2. Разрежьте пластиковую карту, если она содержит личные данные
3. Выбросите её в контейнер для пластиковых карт (контейнер серого цвета)"
Cardboard,plastic_card,no_labels,True,"1. Разрежьте пластиковую карту, если она содержит личные данные
2. Выбросите её в контейнер для пластиковых карт (контейнер серого цвета)"
Cardboard,plastic_card,compressed,True,"1. Разрежьте пластиковую карту, если она содержит личные данные
2. Выбросите её в контейнер для пластиковых карт (контейнер серого цвета)"
Cardboard,plastic_card,damaged,True,"1. Разрежьте пластиковую карту, если она содержит личные данные
2. Выбросите её в контейнер для пластиковых карт (контейнер серого цвета)"
Cardboard,plastic_card,unknown,True,"1. Разрежьте пластиковую карту, если она содержит личные данные
2. Выбросите её в контейнер для пластиковых карт (контейнер серого цвета)"
Cardboard,tube,clean,True,1. Разрежьте тюбик и выбросите его в контейнер для тюбиков (контейнер серого цвета)
Cardboard,tube,dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Разрежьте тюбик и выбросите его в контейнер для тюбиков (контейнер серого цвета)"
Cardboard,tube,heavily_dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Разрежьте тюбик и выбросите его в контейнер для тюбиков (контейнер серого цвета)"
Cardboard,tube,food_contaminated,True,"1. Тщательно промойте или очистите упаковку.
2. Разрежьте тюбик и выбросите его в контейнер для тюбиков (контейнер серого цвета)"
Cardboard,tube,with_labels,True,"1. Удалите все наклейки и термоусадочную плёнку, если они есть.
2. Разрежьте тюбик и выбросите его в контейнер для тюбиков (контейнер серого цвета)"
Cardboard,tube,no_labels,True,1. Разрежьте тюбик и выбросите его в контейнер для тюбиков (контейнер серого цвета)
Cardboard,tube,compressed,True,1. Разрежьте тюбик и выбросите его в контейнер для тюбиков (контейнер серого цвета)
Cardboard,tube,damaged,True,1. Разрежьте тюбик и выбросите его в контейнер для тюбиков (контейнер серого цвета)
Cardboard,tube,unknown,True,1. Разрежьте тюбик и выбросите его в контейнер для тюбиков (контейнер серого цвета)
Cardboard,receipt,clean,True,1. Сложите чек и выбросите его отдельно от макулатуры в контейнер для термобумаги (контейнер зелёного цвета)
Cardboard,receipt,dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Сложите чек и выбросите его отдельно от макулатуры в контейнер для термобумаги (контейнер зелёного цвета)"
Cardboard,receipt,heavily_dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Сложите чек и выбросите его отдельно от макулатуры в контейнер для термобумаги (контейнер зелёного цвета)"
Cardboard,receipt,food_contaminated,True,"1. Тщательно промойте или очистите упаковку.
2. Сложите чек и выбросите его отдельно от макулатуры в контейнер для термобумаги (контейнер зелёного цвета)"
Cardboard,receipt,with_labels,True,"1. Удалите все наклейки и термоусадочную плёнку, если они есть.
2. Сложите чек и выбросите его отдельно от макулатуры в контейнер для термобумаги (контейнер зелёного цвета)"
Cardboard,receipt,no_labels,True,1. Сложите чек и выбросите его отдельно от макулатуры в контейнер для термобумаги (контейнер зелёного цвета)
Cardboard,receipt,compressed,True,1. Сложите чек и выбросите его отдельно от макулатуры в контейнер для термобумаги (контейнер зелёного цвета)
Cardboard,receipt,damaged,True,1. Сложите чек и выбросите его отдельно от макулатуры в контейнер для термобумаги (контейнер зелёного цвета)
Cardboard,receipt,unknown,True,1. Сложите чек и выбросите его отдельно от макулатуры в контейнер для термобумаги (контейнер зелёного цвета)
Cardboard,unknown,clean,False,
Cardboard,unknown,dirty,False,
Cardboard,unknown,heavily_dirty,False,
Cardboard,unknown,food_contaminated,False,
Cardboard,unknown,with_labels,False,
Cardboard,unknown,no_labels,False,
Cardboard,unknown,compressed,False,
Cardboard,unknown,damaged,False,
Cardboard,unknown,unknown,False,
Glass,pet_bottle,clean,True,"1. Снимите крышку и выбросите её в контейнер для пластиковых крышек (контейнер синего цвета)
2. Смятую бутылку выбросите в контейнер для пластика (контейнер жёлтого цвета)"
Glass,pet_bottle,dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Снимите крышку и выбросите её в контейнер для пластиковых крышек (контейнер синего цвета)
3. Смятую бутылку выбросите в контейнер для пластика (контейнер жёлтого цвета)"
Glass,pet_bottle,heavily_dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Снимите крышку и выбросите её в контейнер для пластиковых крышек (контейнер синего цвета)
3. Смятую бутылку выбросите в контейнер для пластика (контейнер жёлтого цвета)"
Glass,pet_bottle,food_contaminated,True,"1. Тщательно промойте или очистите упаковку.
2. Снимите крышку и выбросите её в контейнер для пластиковых крышек (контейнер синего цвета)
3. Смятую бутылку выбросите в контейнер для пластика (контейнер жёлтого цвета)"
Glass,pet_bottle,with_labels,True,"1. Удалите все наклейки и термоусадочную плёнку, если они есть.
2. Снимите крышку и выбросите её в контейнер для пластиковых крышек (контейнер синего цвета)
3. Смятую бутылку выбросите в контейнер для пластика (контейнер жёлтого цвета)"
Glass,pet_bottle,no_labels,True,"1. Снимите крышку и выбросите её в контейнер для пластиковых крышек (контейнер синего цвета)
2. Смятую бутылку выбросите в контейнер для пластика (контейнер жёлтого цвета)"
Glass,pet_bottle,compressed,True,"1. Снимите крышку и выбросите её в контейнер для пластиковых крышек (контейнер синего цвета)
2. Смятую бутылку выбросите в контейнер для пластика (контейнер жёлтого цвета)"
Glass,pet_bottle,damaged,True,"1. Снимите крышку и выбросите её в контейнер для пластиковых крышек (контейнер синего цвета)
2. Смятую бутылку выбросите в контейнер для пластика (контейнер жёлтого цвета)"
Glass,pet_bottle,unknown,True,"1. Снимите крышку и выбросите её в контейнер для пластиковых крышек (контейнер синего цвета)
2. Смятую бутылку выбросите в контейнер для пластика (контейнер жёлтого цвета)"
Glass,pet_bottle_white,clean,True,
Glass,pet_bottle_white,dirty,True,1. Тщательно промойте или очистите упаковку.
Glass,pet_bottle_white,heavily_dirty,True,1. Тщательно промойте или очистите упаковку.
Glass,pet_bottle_white,food_contaminated,True,1. Тщательно промойте или очистите упаковку.
Glass,pet_bottle_white,with_labels,True,"1. Удалите все наклейки и термоусадочную плёнку, если они есть."
Glass,pet_bottle_white,no_labels,True,
Glass,pet_bottle_white,compressed,True,
Glass,pet_bottle_white,damaged,True,
Glass,pet_bottle_white,unknown,True,
Glass,pet_container,clean,False,
Glass,pet_container,dirty,False,
Glass,pet_container,heavily_dirty,False,
Glass,pet_container,food_contaminated,False,
Glass,pet_container,with_labels,False,
Glass,pet_container,no_labels,False,
Glass,pet_container,compressed,False,
Glass,pet_container,damaged,False,
Glass,pet_container,unknown,False,
Glass,hdpe_container,clean,True,1. Ёмкость выбросите в контейнер для пластика (контейнер жёлтого цвета)
Glass,hdpe_container,dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Ёмкость выбросите в контейнер для пластика (контейнер жёлтого цвета)"
Glass,hdpe_container,heavily_dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Ёмкость выбросите в контейнер для пластика (контейнер жёлтого цвета)"
Glass,hdpe_container,food_contaminated,True,"1. Тщательно промойте или очистите упаковку.
2. Ёмкость выбросите в контейнер для пластика (контейнер жёлтого цвета)"
Glass,hdpe_container,with_labels,True,"1. Удалите все наклейки и термоусадочную плёнку, если они есть.
2. Ёмкость выбросите в контейнер для пластика (контейнер жёлтого цвета)"
Glass,hdpe_container,no_labels,True,1. Ёмкость выбросите в контейнер для пластика (контейнер жёлтого цвета)
Glass,hdpe_container,compressed,True,1. Ёмкость выбросите в контейнер для пластика (контейнер жёлтого цвета)
Glass,hdpe_container,damaged,True,1. Ёмкость выбросите в контейнер для пластика (контейнер жёлтого цвета)
Glass,hdpe_container,unknown,True,1. Ёмкость выбросите в контейнер для пластика (контейнер жёлтого цвета)
Glass,hdpe_film,clean,True,1. Плёнку выбросите в контейнер для плёнки (контейнер жёлтого цвета)
Glass,hdpe_film,dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Плёнку выбросите в контейнер для плёнки (контейнер жёлтого цвета)"
Glass,hdpe_film,heavily_dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Плёнку выбросите в контейнер для плёнки (контейнер жёлтого цвета)"
Glass,hdpe_film,food_contaminated,True,"1. Тщательно промойте или очистите упаковку.
2. Плёнку выбросите в контейнер для плёнки (контейнер жёлтого цвета)"
Glass,hdpe_film,with_labels,True,"1. Удалите все наклейки и термоусадочную плёнку, если они есть.
2. Плёнку выбросите в контейнер для плёнки (контейнер жёлтого цвета)"
Glass,hdpe_film,no_labels,True,1. Плёнку выбросите в контейнер для плёнки (контейнер жёлтого цвета)
Glass,hdpe_film,compressed,True,1. Плёнку выбросите в контейнер для плёнки (контейнер жёлтого цвета)
Glass,hdpe_film,damaged,True,1. Плёнку выбросите в контейнер для плёнки (контейнер жёлтого цвета)
Glass,hdpe_film,unknown,True,1. Плёнку выбросите в контейнер для плёнки (контейнер жёлтого цвета)
Glass,hdpe_bag,clean,True,1. Пакет выбросите в контейнер для пластика (контейнер жёлтого цвета)
Glass,hdpe_bag,dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Пакет выбросите в контейнер для пластика (контейнер жёлтого цвета)"
Glass,hdpe_bag,heavily_dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Пакет выбросите в контейнер для пластика (контейнер жёлтого цвета)"
Glass,hdpe_bag,food_contaminated,True,"1. Тщательно промойте или очистите упаковку.
2. Пакет выбросите в контейнер для пластика (контейнер жёлтого цвета)"
Glass,hdpe_bag,with_labels,True,"1. Удалите все наклейки и термоусадочную плёнку, если они есть.
2. Пакет выбросите в контейнер для пластика (контейнер жёлтого цвета)"
Glass,hdpe_bag,no_labels,True,1. Пакет выбросите в контейнер для пластика (контейнер жёлтого цвета)
Glass,hdpe_bag,compressed,True,1. Пакет выбросите в контейнер для пластика (контейнер жёлтого цвета)
Glass,hdpe_bag,damaged,True,1. Пакет выбросите в контейнер для пластика (контейнер жёлтого цвета)
Glass,hdpe_bag,unknown,True,1. Пакет выбросите в контейнер для пластика (контейнер жёлтого цвета)
Glass,pp_container,clean,True,"1. Удалите все наклейки или термоусадочную плёнку, если они есть
2. Выбросите упаковку в контейнер для пластика (контейнер жёлтого цвета)"
Glass,pp_container,dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Удалите все наклейки или термоусадочную плёнку, если они есть
3. Выбросите упаковку в контейнер для пластика (контейнер жёлтого цвета)"
Glass,pp_container,heavily_dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Удалите все наклейки или термоусадочную плёнку, если они есть
3. Выбросите упаковку в контейнер для пластика (контейнер жёлтого цвета)"
Glass,pp_container,food_contaminated,True,"1. Тщательно промойте или очистите упаковку.
2. Удалите все наклейки или термоусадочную плёнку, если они есть
3. Выбросите упаковку в контейнер для пластика (контейнер жёлтого цвета)"
Glass,pp_container,with_labels,True,"1. Удалите все наклейки и термоусадочную плёнку, если они есть.
2. Удалите все наклейки или термоусадочную плёнку, если они есть
3. Выбросите упаковку в контейнер для пластика (контейнер жёлтого цвета)"
Glass,pp_container,no_labels,True,"1. Удалите все наклейки или термоусадочную плёнку, если они есть
2. Выбросите упаковку в контейнер для пластика (контейнер жёлтого цвета)"
Glass,pp_container,compressed,True,"1. Удалите все наклейки или термоусадочную плёнку, если они есть
2. Выбросите упаковку в контейнер для пластика (контейнер жёлтого цвета)"
Glass,pp_container,damaged,True,"1. Удалите все наклейки или термоусадочную плёнку, если они есть
2. Выбросите упаковку в контейнер для пластика (контейнер жёлтого цвета)"
Glass,pp_container,unknown,True,"1. Удалите все наклейки или термоусадочную плёнку, если они есть
2. Выбросите упаковку в контейнер для пластика (контейнер жёлтого цвета)"
Glass,pp_large,clean,False,
Glass,pp_large,dirty,False,
Glass,pp_large,heavily_dirty,False,
Glass,pp_large,food_contaminated,False,
Glass,pp_large,with_labels,False,
Glass,pp_large,no_labels,False,
Glass,pp_large,compressed,False,
